path,label
Dataset\Melanoma\ISIC_7505863.jpg,1
Dataset\Melanoma\ISIC_6679922.jpg,1
Dataset\Melanoma\ISIC_7578042.jpg,1
Dataset\Tinea\t-tinea-laboratory-64.jpg,1
Dataset\Melanoma\ISIC_7175857.jpg,1
Dataset\random\n03814906_necklace.JPEG,0
Dataset\Tinea\t-tinea-scalp-38.jpg,1
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-5.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-51.jpg,1
Dataset\random\n03670208_limousine.JPEG,0
Dataset\Tinea\t-tinea-groin-47.jpg,1
Dataset\Melanoma\ISIC_7449020.jpg,1
Dataset\Melanoma\ISIC_6757468.jpg,1
Dataset\Melanoma\ISIC_6790442.jpg,1
Dataset\Tinea\t-tinea-palm-1.jpg,1
Dataset\Melanoma\ISIC_7050200.jpg,1
Dataset\Tinea\t-candidiasis-mouth-12.jpg,1
Dataset\Tinea\v-tinea-foot-webs-36.jpg,1
Dataset\Melanoma\ISIC_6661904.jpg,1
Dataset\Tinea\t-candida-penis-37.jpg,1
Dataset\Melanoma\ISIC_7585550.jpg,1
Dataset\Melanoma\ISIC_7367323.jpg,1
Dataset\Melanoma\ISIC_7368597.jpg,1
Dataset\Melanoma\ISIC_7181296.jpg,1
Dataset\Melanoma\ISIC_6679126.jpg,1
Dataset\Melanoma\ISIC_7566505.jpg,1
Dataset\Tinea\t-tinea-scalp-23.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-36.jpg,1
Dataset\Melanoma\ISIC_7166932.jpg,1
Dataset\Tinea\v-candidiasis-mouth-11.jpg,1
Dataset\random\n04515003_upright.JPEG,0
Dataset\Melanoma\ISIC_7491217.jpg,1
Dataset\Tinea\4_59.jpg,1
Dataset\Melanoma\ISIC_7365239.jpg,1
Dataset\Melanoma\ISIC_7336827.jpg,1
Dataset\Tinea\t-intertrigo-28.jpg,1
Dataset\Melanoma\ISIC_7509837.jpg,1
Dataset\Tinea\v-intertrigo-52.jpg,1
Dataset\Tinea\t-intertrigo-12.jpg,1
Dataset\Tinea\t-tinea-groin-29.jpg,1
Dataset\Melanoma\ISIC_7225978.jpg,1
Dataset\Melanoma\ISIC_7097002.jpg,1
Dataset\Tinea\t-tinea-body-195.jpg,1
Dataset\Melanoma\ISIC_6831244.jpg,1
Dataset\Melanoma\ISIC_7570891.jpg,1
Dataset\Melanoma\ISIC_6974432.jpg,1
Dataset\Tinea\t-tinea-scalp-64.jpg,1
Dataset\Melanoma\ISIC_6794899.jpg,1
Dataset\Melanoma\ISIC_7598658.jpg,1
Dataset\Tinea\v-tinea-body-97.jpg,1
Dataset\Melanoma\ISIC_7272509.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-43.jpg,1
Dataset\Tinea\t-perleche-17.jpg,1
Dataset\Melanoma\ISIC_7175127.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-47.jpg,1
Dataset\Tinea\t-tinea-versicolor-105.jpg,1
Dataset\Melanoma\ISIC_7054883.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-39.jpg,1
Dataset\random\3077_jpg.rf.b541f09e9d0864e861949662ce121f48.jpg,0
Dataset\Melanoma\ISIC_7576478.jpg,1
Dataset\Tinea\t-tinea-laboratory-18.jpg,1
Dataset\Tinea\v-tinea-body-156.jpg,1
Dataset\Tinea\t-candida-penis-2.jpg,1
Dataset\Melanoma\ISIC_7212975.jpg,1
Dataset\Melanoma\ISIC_6753254.jpg,1
Dataset\Melanoma\ISIC_7175697.jpg,1
Dataset\Melanoma\ISIC_6974497.jpg,1
Dataset\Tinea\t-13IntertrigoVulva.jpg,1
Dataset\Melanoma\ISIC_7342132.jpg,1
Dataset\Tinea\t-tinea-body-175.jpg,1
Dataset\Tinea\v-tinea-foot-plantar-28.jpg,1
Dataset\random\n03792782_mountain_bike.JPEG,0
Dataset\Melanoma\ISIC_7346739.jpg,1
Dataset\Tinea\t-tinea-versicolor-196.jpg,1
Dataset\Melanoma\ISIC_6981054.jpg,1
Dataset\Melanoma\ISIC_7291453.jpg,1
Dataset\Melanoma\ISIC_7076242.jpg,1
Dataset\random\_2BWXNGTN6RH3BWmgZaJpJPQgdY_3D_mp4-0_jpg.rf.baf8d0636285f5ffa41020f6d029f857.jpg,0
Dataset\Tinea\t-tinea-primary-lesion-17.jpg,1
Dataset\Melanoma\ISIC_6953126.jpg,1
Dataset\Tinea\t-tinea-scalp-44.jpg,1
Dataset\Melanoma\ISIC_7514918.jpg,1
Dataset\Tinea\t-tinea-scalp-43.jpg,1
Dataset\Tinea\v-tinea-foot-webs-5.jpg,1
Dataset\Melanoma\ISIC_7526857.jpg,1
Dataset\Melanoma\ISIC_7351939.jpg,1
Dataset\Melanoma\ISIC_7145266.jpg,1
Dataset\Melanoma\ISIC_6816081.jpg,1
Dataset\Melanoma\ISIC_7524096.jpg,1
Dataset\Melanoma\ISIC_7189167.jpg,1
Dataset\Melanoma\ISIC_6725178.jpg,1
Dataset\Melanoma\ISIC_7439160.jpg,1
Dataset\Tinea\t-tinea-groin-11.jpg,1
Dataset\random\n03529860_home_theater.JPEG,0
Dataset\Melanoma\ISIC_7454512.jpg,1
Dataset\Melanoma\ISIC_7266604.jpg,1
Dataset\Melanoma\ISIC_7512288.jpg,1
Dataset\Melanoma\ISIC_7249761.jpg,1
Dataset\Melanoma\ISIC_7430728.jpg,1
Dataset\Melanoma\ISIC_7519557.jpg,1
Dataset\random\n02676566_acoustic_guitar.JPEG,0
Dataset\Melanoma\ISIC_6873669.jpg,1
Dataset\Melanoma\ISIC_7264599.jpg,1
Dataset\Melanoma\ISIC_6690602.jpg,1
Dataset\Tinea\t-perleche-14.jpg,1
Dataset\Melanoma\ISIC_7257671.jpg,1
Dataset\Melanoma\ISIC_7500338.jpg,1
Dataset\Melanoma\ISIC_6777229.jpg,1
Dataset\Melanoma\ISIC_7267769.jpg,1
Dataset\Tinea\v-tinea-scalp-49.jpg,1
Dataset\Melanoma\ISIC_6938682.jpg,1
Dataset\Melanoma\ISIC_6947576.jpg,1
Dataset\Melanoma\ISIC_7481615.jpg,1
Dataset\Melanoma\ISIC_7159324.jpg,1
Dataset\Tinea\t-tinea-body-166.jpg,1
Dataset\Melanoma\ISIC_6937199.jpg,1
Dataset\Tinea\v-tinea-groin-43.jpg,1
Dataset\Tinea\t-intertrigo-86.jpg,1
Dataset\Melanoma\ISIC_7359014.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-25.jpg,1
Dataset\Melanoma\ISIC_6725828.jpg,1
Dataset\Melanoma\ISIC_6767038.jpg,1
Dataset\Melanoma\ISIC_7592174.jpg,1
Dataset\random\n03743016_megalith.JPEG,0
Dataset\Melanoma\ISIC_7071594.jpg,1
Dataset\random\Chair--16-_jpg.rf.460a7e27a5c3c9dcc413eb5b2937e94e.jpg,0
Dataset\Melanoma\ISIC_6841463.jpg,1
Dataset\random\n03775071_mitten.JPEG,0
Dataset\Melanoma\ISIC_7604870.jpg,1
Dataset\Melanoma\ISIC_7405975.jpg,1
Dataset\Melanoma\ISIC_6916445.jpg,1
Dataset\Tinea\t-tinea-laboratory-49.jpg,1
Dataset\Melanoma\ISIC_7018137.jpg,1
Dataset\Melanoma\ISIC_6653456.jpg,1
Dataset\random\n03929660_pick.JPEG,0
Dataset\random\n03958227_plastic_bag.JPEG,0
Dataset\Melanoma\ISIC_7078487.jpg,1
Dataset\Melanoma\ISIC_6745554.jpg,1
Dataset\random\000000071005_jpg.rf.37d79bfd22edeb729dd06e149fddc132.jpg,0
Dataset\Melanoma\ISIC_7035517.jpg,1
Dataset\Melanoma\ISIC_7178890.jpg,1
Dataset\random\n03476684_hair_slide.JPEG,0
Dataset\Melanoma\ISIC_7171580.jpg,1
Dataset\Melanoma\ISIC_7053271.jpg,1
Dataset\random\n03014705_chest.JPEG,0
Dataset\Melanoma\ISIC_7480243.jpg,1
Dataset\Melanoma\ISIC_7201222.jpg,1
Dataset\Tinea\t-intertrigo-69.jpg,1
Dataset\Melanoma\ISIC_7216585.jpg,1
Dataset\Tinea\7_9.jpg,1
Dataset\Melanoma\ISIC_6705966.jpg,1
Dataset\Melanoma\ISIC_7387427.jpg,1
Dataset\Tinea\t-tinea-foot-webs-70.jpg,1
Dataset\Melanoma\ISIC_7212312.jpg,1
Dataset\Melanoma\ISIC_7605972.jpg,1
Dataset\Tinea\t-13Perleche.jpg,1
Dataset\Melanoma\ISIC_7522753.jpg,1
Dataset\Melanoma\ISIC_7524426.jpg,1
Dataset\Tinea\v-tinea-face-48.jpg,1
Dataset\Melanoma\ISIC_6706980.jpg,1
Dataset\Melanoma\ISIC_6905411.jpg,1
Dataset\Melanoma\ISIC_6913735.jpg,1
Dataset\Melanoma\ISIC_7385430.jpg,1
Dataset\Melanoma\ISIC_6770630.jpg,1
Dataset\Melanoma\ISIC_6661691.jpg,1
Dataset\random\n03485794_handkerchief.JPEG,0
Dataset\random\n03680355_Loafer.JPEG,0
Dataset\Melanoma\ISIC_7128233.jpg,1
Dataset\Melanoma\ISIC_7376906.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-3.jpg,1
Dataset\Melanoma\ISIC_7394862.jpg,1
Dataset\Melanoma\ISIC_6981433.jpg,1
Dataset\Tinea\v-tinea-groin-72.jpg,1
Dataset\Melanoma\ISIC_7456581.jpg,1
Dataset\Melanoma\ISIC_7309194.jpg,1
Dataset\Tinea\t-tinea-versicolor-130.jpg,1
Dataset\Melanoma\ISIC_7316871.jpg,1
Dataset\Melanoma\ISIC_7414145.jpg,1
Dataset\Melanoma\ISIC_6687278.jpg,1
Dataset\random\000000234953_jpg.rf.b3bce98430e1a4eab4871b2e8c292964.jpg,0
Dataset\Tinea\t-tinea-groin-6.jpg,1
Dataset\Melanoma\ISIC_7261519.jpg,1
Dataset\Melanoma\ISIC_6753831.jpg,1
Dataset\Tinea\t-13Fissure042604.jpg,1
Dataset\random\n03127747_crash_helmet.JPEG,0
Dataset\Tinea\t-tinea-incognito-36.jpg,1
Dataset\Melanoma\ISIC_7058617.jpg,1
Dataset\Tinea\t-tinea-versicolor-125.jpg,1
Dataset\random\n03982430_pool_table.JPEG,0
Dataset\Tinea\6_3.jpg,1
Dataset\Melanoma\ISIC_7527782.jpg,1
Dataset\Tinea\t-tinea-face-63.jpg,1
Dataset\random\n04131690_saltshaker.JPEG,0
Dataset\Tinea\t-erythrasma-11.jpg,1
Dataset\Melanoma\ISIC_6945603.jpg,1
Dataset\Tinea\t-intertrigo-64.jpg,1
Dataset\Melanoma\ISIC_7185157.jpg,1
Dataset\Melanoma\ISIC_7585436.jpg,1
Dataset\random\n02948072_candle.JPEG,0
Dataset\Melanoma\ISIC_7561521.jpg,1
Dataset\Tinea\t-tinea-face-36.jpg,1
Dataset\Melanoma\ISIC_6773319.jpg,1
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-35.jpg,1
Dataset\Tinea\t-id-reaction-10.jpg,1
Dataset\Tinea\v-tinea-body-124.jpg,1
Dataset\Melanoma\ISIC_6779191.jpg,1
Dataset\Tinea\v-tinea-groin-68.jpg,1
Dataset\Melanoma\ISIC_7620366.jpg,1
Dataset\Melanoma\ISIC_7225725.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-41.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-61.jpg,1
Dataset\Melanoma\ISIC_7351996.jpg,1
Dataset\Melanoma\ISIC_6899582.jpg,1
Dataset\Melanoma\ISIC_7477061.jpg,1
Dataset\Melanoma\ISIC_7435292.jpg,1
Dataset\Melanoma\ISIC_6786974.jpg,1
Dataset\Tinea\v-tinea-groin-24.jpg,1
Dataset\random\273271-1a0d6000b9e1f5b7_jpg.rf.1479463ed95e8fef034471136be541b4.jpg,0
Dataset\Tinea\t-tinea-groin-50.jpg,1
Dataset\Melanoma\ISIC_7059563.jpg,1
Dataset\Melanoma\ISIC_7330564.jpg,1
Dataset\Melanoma\ISIC_7134169.jpg,1
Dataset\random\n03314780_face_powder.JPEG,0
Dataset\Tinea\t-tinea-versicolor-143.jpg,1
Dataset\Melanoma\ISIC_7255637.jpg,1
Dataset\Tinea\t-13CandidaBreast.jpg,1
Dataset\Melanoma\ISIC_6890820.jpg,1
Dataset\Melanoma\ISIC_6857991.jpg,1
Dataset\Melanoma\ISIC_6724069.jpg,1
Dataset\Melanoma\ISIC_7333167.jpg,1
Dataset\Tinea\t-intertrigo-71.jpg,1
Dataset\Melanoma\ISIC_6680649.jpg,1
Dataset\Melanoma\ISIC_7189099.jpg,1
Dataset\random\Sofa--171-_jpg.rf.bfd876477238a95d07493fec11251d33.jpg,0
Dataset\Tinea\t-intertrigo-75.jpg,1
Dataset\Melanoma\ISIC_7204331.jpg,1
Dataset\Melanoma\ISIC_6792644.jpg,1
Dataset\Melanoma\ISIC_7292533.jpg,1
Dataset\Melanoma\ISIC_6869128.jpg,1
Dataset\Melanoma\ISIC_6868089.jpg,1
Dataset\Melanoma\ISIC_6810088.jpg,1
Dataset\Melanoma\ISIC_7135022.jpg,1
Dataset\Melanoma\ISIC_7095039.jpg,1
Dataset\Tinea\t-candida-penis-49.jpg,1
Dataset\random\n02895154_breastplate.JPEG,0
Dataset\Melanoma\ISIC_6654565.jpg,1
Dataset\Melanoma\ISIC_6754835.jpg,1
Dataset\Melanoma\ISIC_7326713.jpg,1
Dataset\Melanoma\ISIC_7069404.jpg,1
Dataset\Melanoma\ISIC_6716036.jpg,1
Dataset\Melanoma\ISIC_7090755.jpg,1
Dataset\Tinea\t-perleche-39.jpg,1
Dataset\Tinea\7_14.jpg,1
Dataset\Tinea\t-intertrigo-84.jpg,1
Dataset\Melanoma\ISIC_6951568.jpg,1
Dataset\Tinea\v-majocchi-granuloma-15.jpg,1
Dataset\Melanoma\ISIC_6933978.jpg,1
Dataset\Melanoma\ISIC_6763449.jpg,1
Dataset\Melanoma\ISIC_7139346.jpg,1
Dataset\Melanoma\ISIC_6993830.jpg,1
Dataset\Tinea\t-tinea-foot-webs-22.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-12.jpg,1
Dataset\Melanoma\ISIC_7555347.jpg,1
Dataset\Melanoma\ISIC_7456769.jpg,1
Dataset\Tinea\t-candidiasis-vaginal-4.jpg,1
Dataset\Tinea\v-erosio-interdigitalis-blastomycetica-29.jpg,1
Dataset\Melanoma\ISIC_6926620.jpg,1
Dataset\Melanoma\ISIC_7447506.jpg,1
Dataset\Melanoma\ISIC_7578212.jpg,1
Dataset\Melanoma\ISIC_7394756.jpg,1
Dataset\Melanoma\ISIC_7590008.jpg,1
Dataset\Melanoma\ISIC_7354035.jpg,1
Dataset\random\n04229816_ski_mask.JPEG,0
Dataset\Melanoma\ISIC_7032028.jpg,1
Dataset\Melanoma\ISIC_7066489.jpg,1
Dataset\Tinea\v-tinea-versicolor-137.jpg,1
Dataset\Tinea\v-candida-penis-53.jpg,1
Dataset\Tinea\t-candida-penis-39.jpg,1
Dataset\Melanoma\ISIC_7437127.jpg,1
Dataset\Melanoma\ISIC_7461756.jpg,1
Dataset\Tinea\t-tinea-groin-96.jpg,1
Dataset\Melanoma\ISIC_7185381.jpg,1
Dataset\Melanoma\ISIC_7008335.jpg,1
Dataset\random\000000101510_jpg.rf.9a91220b525c43b6c7e3fecb57c18ebc.jpg,0
Dataset\Tinea\t-tinea-groin-86.jpg,1
Dataset\Melanoma\ISIC_7200719.jpg,1
Dataset\Tinea\v-candidiasis-diaper-7.jpg,1
Dataset\Melanoma\ISIC_7273849.jpg,1
Dataset\random\n04081281_restaurant.JPEG,0
Dataset\Melanoma\ISIC_7593978.jpg,1
Dataset\Tinea\t-tinea-groin-44.jpg,1
Dataset\Tinea\t-perleche-11.jpg,1
Dataset\Melanoma\ISIC_6863507.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-53.jpg,1
Dataset\Melanoma\ISIC_7402256.jpg,1
Dataset\Melanoma\ISIC_7564393.jpg,1
Dataset\random\n03998194_prayer_rug.JPEG,0
Dataset\Melanoma\ISIC_7129509.jpg,1
Dataset\Melanoma\ISIC_7615896.jpg,1
Dataset\Melanoma\ISIC_7386340.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-13.jpg,1
Dataset\Melanoma\ISIC_7129666.jpg,1
Dataset\Tinea\4_68.jpg,1
Dataset\random\n04553703_washbasin.JPEG,0
Dataset\Melanoma\ISIC_6772067.jpg,1
Dataset\Tinea\t-tinea-laboratory-11.jpg,1
Dataset\random\n03657121_lens_cap.JPEG,0
Dataset\Melanoma\ISIC_7360101.jpg,1
Dataset\Melanoma\ISIC_7570176.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-48.jpg,1
Dataset\Melanoma\ISIC_6863520.jpg,1
Dataset\random\n04153751_screw.JPEG,0
Dataset\Melanoma\ISIC_7231313.jpg,1
Dataset\Melanoma\ISIC_6655888.jpg,1
Dataset\Melanoma\ISIC_6943717.jpg,1
Dataset\random\n03085013_computer_keyboard.JPEG,0
Dataset\Melanoma\ISIC_7542408.jpg,1
Dataset\Tinea\1_5.jpg,1
Dataset\Melanoma\ISIC_7093629.jpg,1
Dataset\Melanoma\ISIC_7618103.jpg,1
Dataset\Tinea\v-tinea-body-180.jpg,1
Dataset\Melanoma\ISIC_7170431.jpg,1
Dataset\Melanoma\ISIC_7513677.jpg,1
Dataset\Melanoma\ISIC_7181774.jpg,1
Dataset\Tinea\t-candidiasis-diaper-19.jpg,1
Dataset\Melanoma\ISIC_6920084.jpg,1
Dataset\Tinea\v-actinomycosis-1.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-173.jpg,1
Dataset\Melanoma\ISIC_7621067.jpg,1
Dataset\Tinea\t-tinea-laboratory-43.jpg,1
Dataset\Tinea\0_11.jpg,1
Dataset\random\n03623198_knee_pad.JPEG,0
Dataset\Melanoma\ISIC_6900448.jpg,1
Dataset\Tinea\t-tinea-laboratory-70.jpg,1
Dataset\Tinea\t-candida-penis-48.jpg,1
Dataset\Melanoma\ISIC_7343567.jpg,1
Dataset\Melanoma\ISIC_6675653.jpg,1
Dataset\Tinea\v-tinea-scalp-24.jpg,1
Dataset\Melanoma\ISIC_7342636.jpg,1
Dataset\Melanoma\ISIC_6668859.jpg,1
Dataset\Melanoma\ISIC_6773042.jpg,1
Dataset\Melanoma\ISIC_6652978.jpg,1
Dataset\Melanoma\ISIC_6993129.jpg,1
Dataset\random\n03976467_Polaroid_camera.JPEG,0
Dataset\Melanoma\ISIC_7255551.jpg,1
Dataset\Tinea\t-candida-penis-5.jpg,1
Dataset\Melanoma\ISIC_6938217.jpg,1
Dataset\Tinea\v-candidiasis-diaper-22.jpg,1
Dataset\Melanoma\ISIC_7040941.jpg,1
Dataset\Melanoma\ISIC_7600232.jpg,1
Dataset\Tinea\t-tinea-body-184.jpg,1
Dataset\Melanoma\ISIC_7034769.jpg,1
Dataset\Melanoma\ISIC_7476803.jpg,1
Dataset\Tinea\v-tinea-hand-dorsum-34.jpg,1
Dataset\Melanoma\ISIC_7042596.jpg,1
Dataset\Tinea\t-tinea-groin-116.jpg,1
Dataset\Melanoma\ISIC_7500238.jpg,1
Dataset\random\n03785016_moped.JPEG,0
Dataset\Melanoma\ISIC_7433993.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-151.jpg,1
Dataset\random\n03530642_honeycomb.JPEG,0
Dataset\Melanoma\ISIC_7056131.jpg,1
Dataset\Tinea\t-tinea-groin-21.jpg,1
Dataset\Tinea\v-perleche-22.jpg,1
Dataset\Melanoma\ISIC_6652710.jpg,1
Dataset\Melanoma\ISIC_7351007.jpg,1
Dataset\Melanoma\ISIC_7185913.jpg,1
Dataset\Melanoma\ISIC_7030461.jpg,1
Dataset\Tinea\t-13CandidaVulva072103.jpg,1
Dataset\Melanoma\ISIC_7119992.jpg,1
Dataset\Tinea\t-tinea-body-162.jpg,1
Dataset\Tinea\t-tinea-face-39.jpg,1
Dataset\Tinea\v-tinea-scalp-8.jpg,1
Dataset\random\n02793495_barn.JPEG,0
Dataset\Melanoma\ISIC_7611464.jpg,1
Dataset\Tinea\t-candida-penis-43.jpg,1
Dataset\Melanoma\ISIC_6811363.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-58.jpg,1
Dataset\Melanoma\ISIC_7112749.jpg,1
Dataset\Melanoma\ISIC_7364041.jpg,1
Dataset\Melanoma\ISIC_6731659.jpg,1
Dataset\Tinea\t-tinea-foot-webs-60.jpg,1
Dataset\Melanoma\ISIC_7297759.jpg,1
Dataset\random\000000008043_jpg.rf.8b3eaf41332897a467f22b9e312aa7a3.jpg,0
Dataset\random\n03761084_microwave.JPEG,0
Dataset\Tinea\t-tinea-primary-lesion-14.jpg,1
Dataset\Tinea\v-tinea-groin-48.jpg,1
Dataset\Melanoma\ISIC_7623990.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-24.jpg,1
Dataset\Melanoma\ISIC_6959955.jpg,1
Dataset\Melanoma\ISIC_7103896.jpg,1
Dataset\Melanoma\ISIC_7617214.jpg,1
Dataset\Tinea\t-intertrigo-26.jpg,1
Dataset\Melanoma\ISIC_7176034.jpg,1
Dataset\random\000000229947_jpg.rf.5f70a11e23486fb72c66b489416ee91e.jpg,0
Dataset\Tinea\v-tinea-foot-plantar-39.jpg,1
Dataset\random\Chair--12-_jpg.rf.8f65623748aba70644aa7da1e419f678.jpg,0
Dataset\Melanoma\ISIC_7043828.jpg,1
Dataset\Tinea\t-candidiasis-diaper-25.jpg,1
Dataset\random\n03535780_horizontal_bar.JPEG,0
Dataset\random\n03447447_gondola.JPEG,0
Dataset\Melanoma\ISIC_6793603.jpg,1
Dataset\Melanoma\ISIC_7306131.jpg,1
Dataset\Melanoma\ISIC_7296463.jpg,1
Dataset\random\n07248320_book_jacket.JPEG,0
Dataset\Melanoma\ISIC_7503950.jpg,1
Dataset\random\n07613480_trifle.JPEG,0
Dataset\random\n03724870_mask.JPEG,0
Dataset\Melanoma\ISIC_7375608.jpg,1
Dataset\random\n02727426_apiary.JPEG,0
Dataset\Melanoma\ISIC_7024161.jpg,1
Dataset\random\n03786901_mortar.JPEG,0
Dataset\Tinea\t-candida-penis-22.jpg,1
Dataset\Melanoma\ISIC_7368239.jpg,1
Dataset\Melanoma\ISIC_6672885.jpg,1
Dataset\Tinea\t-perleche-54.jpg,1
Dataset\Melanoma\ISIC_7571230.jpg,1
Dataset\Melanoma\ISIC_7096239.jpg,1
Dataset\Melanoma\ISIC_7557932.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-33.jpg,1
Dataset\Melanoma\ISIC_7119723.jpg,1
Dataset\Melanoma\ISIC_7207715.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-11.jpg,1
Dataset\Melanoma\ISIC_7343537.jpg,1
Dataset\Melanoma\ISIC_7184881.jpg,1
Dataset\Melanoma\ISIC_7107052.jpg,1
Dataset\Melanoma\ISIC_7331382.jpg,1
Dataset\Tinea\t-tinea-beard-17.jpg,1
Dataset\Tinea\t-candida-groin-15.jpg,1
Dataset\random\n04550184_wardrobe.JPEG,0
Dataset\Melanoma\ISIC_6935923.jpg,1
Dataset\Tinea\t-tinea-groin-98.jpg,1
Dataset\Melanoma\ISIC_6808543.jpg,1
Dataset\Melanoma\ISIC_7417678.jpg,1
Dataset\Melanoma\ISIC_6810607.jpg,1
Dataset\Tinea\t-tinea-groin-103.jpg,1
Dataset\Melanoma\ISIC_7056620.jpg,1
Dataset\Tinea\t-13tineaCorporis0609011.jpg,1
Dataset\Melanoma\ISIC_7443391.jpg,1
Dataset\random\n03630383_lab_coat.JPEG,0
Dataset\Melanoma\ISIC_7107030.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-12.jpg,1
Dataset\Melanoma\ISIC_6760984.jpg,1
Dataset\Melanoma\ISIC_6981210.jpg,1
Dataset\Melanoma\ISIC_7316663.jpg,1
Dataset\random\n04398044_teapot.JPEG,0
Dataset\Melanoma\ISIC_6789376.jpg,1
Dataset\Melanoma\ISIC_6792155.jpg,1
Dataset\Melanoma\ISIC_7030974.jpg,1
Dataset\Melanoma\ISIC_7548630.jpg,1
Dataset\Melanoma\ISIC_7102070.jpg,1
Dataset\Melanoma\ISIC_6975701.jpg,1
Dataset\Melanoma\ISIC_6851189.jpg,1
Dataset\Tinea\t-majocchi-granuloma-10.jpg,1
Dataset\Melanoma\ISIC_7106500.jpg,1
Dataset\Tinea\v-tinea-beard-6.jpg,1
Dataset\Melanoma\ISIC_6724946.jpg,1
Dataset\Melanoma\ISIC_7528308.jpg,1
Dataset\Tinea\v-tinea-versicolor-118.jpg,1
Dataset\Tinea\v-tinea-foot-dorsum-10.jpg,1
Dataset\Melanoma\ISIC_7548405.jpg,1
Dataset\Melanoma\ISIC_7363187.jpg,1
Dataset\Melanoma\ISIC_6855226.jpg,1
Dataset\Melanoma\ISIC_6859051.jpg,1
Dataset\Melanoma\ISIC_7198492.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-137.jpg,1
Dataset\Melanoma\ISIC_7505675.jpg,1
Dataset\Melanoma\ISIC_7517099.jpg,1
Dataset\Tinea\t-candidiasis-mouth-10.jpg,1
Dataset\Melanoma\ISIC_7391454.jpg,1
Dataset\Melanoma\ISIC_7175030.jpg,1
Dataset\Melanoma\ISIC_7457488.jpg,1
Dataset\Tinea\t-tinea-groin-19.jpg,1
Dataset\Melanoma\ISIC_6711312.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-41.jpg,1
Dataset\Melanoma\ISIC_7097507.jpg,1
Dataset\Melanoma\ISIC_6937905.jpg,1
Dataset\Melanoma\ISIC_7129901.jpg,1
Dataset\Melanoma\ISIC_7583768.jpg,1
Dataset\Melanoma\ISIC_7159073.jpg,1
Dataset\Melanoma\ISIC_6696715.jpg,1
Dataset\Tinea\t-tinea-body-126.jpg,1
Dataset\Melanoma\ISIC_6967143.jpg,1
Dataset\Melanoma\ISIC_6842258.jpg,1
Dataset\random\n04461696_tow_truck.JPEG,0
Dataset\Tinea\t-candidiasis-large-skin-folds-141.jpg,1
Dataset\random\n03649909_lawn_mower.JPEG,0
Dataset\Melanoma\ISIC_7245999.jpg,1
Dataset\Melanoma\ISIC_7299025.jpg,1
Dataset\Melanoma\ISIC_7317429.jpg,1
Dataset\Melanoma\ISIC_6706289.jpg,1
Dataset\Melanoma\ISIC_7356842.jpg,1
Dataset\Melanoma\ISIC_7134821.jpg,1
Dataset\Melanoma\ISIC_6784593.jpg,1
Dataset\Tinea\t-pityrosporum-folliculitis-10.jpg,1
Dataset\Melanoma\ISIC_6894346.jpg,1
Dataset\Melanoma\ISIC_6795009.jpg,1
Dataset\random\n04116512_rubber_eraser.JPEG,0
Dataset\Melanoma\ISIC_7086619.jpg,1
Dataset\Tinea\v-tinea-palm-10.jpg,1
Dataset\random\n04201297_shoji.JPEG,0
Dataset\Melanoma\ISIC_7564545.jpg,1
Dataset\Melanoma\ISIC_7164179.jpg,1
Dataset\Melanoma\ISIC_7481083.jpg,1
Dataset\Tinea\t-candidiasis-diaper-18.jpg,1
Dataset\random\n02971356_carton.JPEG,0
Dataset\Tinea\t-coccidiomycosis-1.jpg,1
Dataset\Melanoma\ISIC_6971473.jpg,1
Dataset\Tinea\t-tinea-laboratory-10.jpg,1
Dataset\Tinea\t-tinea-groin-4.jpg,1
Dataset\Melanoma\ISIC_7395166.jpg,1
Dataset\Melanoma\ISIC_7461985.jpg,1
Dataset\Tinea\t-pitted-keratolysis-5.jpg,1
Dataset\Melanoma\ISIC_7364244.jpg,1
Dataset\Tinea\v-tinea-primary-lesion-40.jpg,1
Dataset\Melanoma\ISIC_6751908.jpg,1
Dataset\Melanoma\ISIC_7287540.jpg,1
Dataset\Melanoma\ISIC_6718969.jpg,1
