path,label
Dataset\Tinea\t-tinea-foot-webs-81.jpg,1
Dataset\Melanoma\ISIC_7474655.jpg,0
Dataset\Melanoma\ISIC_7324228.jpg,0
Dataset\Melanoma\ISIC_7167788.jpg,0
Dataset\Melanoma\ISIC_7278885.jpg,0
Dataset\Melanoma\ISIC_6970607.jpg,0
Dataset\Melanoma\ISIC_7358848.jpg,0
Dataset\Melanoma\ISIC_7020177.jpg,0
Dataset\Melanoma\ISIC_7047391.jpg,0
Dataset\Tinea\v-perleche-12.jpg,1
Dataset\Tinea\v-erosio-interdigitalis-blastomycetica-8.jpg,1
Dataset\Melanoma\ISIC_7233368.jpg,0
Dataset\Tinea\v-intertrigo-30.jpg,1
Dataset\Melanoma\ISIC_6845907.jpg,0
Dataset\Melanoma\ISIC_7166976.jpg,0
Dataset\Melanoma\ISIC_6847618.jpg,0
Dataset\Melanoma\ISIC_7619041.jpg,0
Dataset\Tinea\t-tinea-face-56.jpg,1
Dataset\Tinea\t-tinea-palm-21.jpg,1
Dataset\Melanoma\ISIC_7012881.jpg,0
Dataset\Melanoma\ISIC_6831108.jpg,0
Dataset\Melanoma\ISIC_7308195.jpg,0
Dataset\Melanoma\ISIC_6739204.jpg,0
Dataset\Melanoma\ISIC_6746168.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-175.jpg,1
Dataset\Melanoma\ISIC_7397356.jpg,0
Dataset\Melanoma\ISIC_7383915.jpg,0
Dataset\Melanoma\ISIC_7261681.jpg,0
Dataset\Melanoma\ISIC_7041484.jpg,0
Dataset\Melanoma\ISIC_6876309.jpg,0
Dataset\Tinea\t-tinea-foot-webs-53.jpg,1
Dataset\Melanoma\ISIC_7579316.jpg,0
Dataset\Tinea\t-tinea-face-59.jpg,1
Dataset\Tinea\t-tinea-groin-84.jpg,1
Dataset\Melanoma\ISIC_6994237.jpg,0
Dataset\Melanoma\ISIC_7393085.jpg,0
Dataset\Melanoma\ISIC_7548405.jpg,0
Dataset\Melanoma\ISIC_7495148.jpg,0
Dataset\Melanoma\ISIC_7125512.jpg,0
Dataset\Tinea\v-candida-penis-33.jpg,1
Dataset\Melanoma\ISIC_6977097.jpg,0
Dataset\Tinea\t-tinea-face-69.jpg,1
Dataset\Melanoma\ISIC_6970727.jpg,0
Dataset\Melanoma\ISIC_6959955.jpg,0
Dataset\Tinea\t-perleche-9.jpg,1
Dataset\Melanoma\ISIC_7578042.jpg,0
Dataset\Tinea\t-intertrigo-25.jpg,1
Dataset\Melanoma\ISIC_7202545.jpg,0
Dataset\Tinea\10_10.jpg,1
Dataset\Melanoma\ISIC_7018480.jpg,0
Dataset\Melanoma\ISIC_6763221.jpg,0
Dataset\Melanoma\ISIC_6932738.jpg,0
Dataset\Melanoma\ISIC_7392931.jpg,0
Dataset\Melanoma\ISIC_7492374.jpg,0
Dataset\Melanoma\ISIC_6917179.jpg,0
Dataset\Tinea\t-tinea-foot-dorsum-41.jpg,1
Dataset\Melanoma\ISIC_6683756.jpg,0
Dataset\Melanoma\ISIC_7409295.jpg,0
Dataset\Tinea\t-intertrigo-78.jpg,1
Dataset\Tinea\t-tinea-groin-41.jpg,1
Dataset\Melanoma\ISIC_7344014.jpg,0
Dataset\Melanoma\ISIC_7097002.jpg,0
Dataset\Melanoma\ISIC_7287303.jpg,0
Dataset\Melanoma\ISIC_7512268.jpg,0
Dataset\Tinea\t-tinea-incognito-51.jpg,1
Dataset\Tinea\v-tinea-primary-lesion-47.jpg,1
Dataset\Melanoma\ISIC_6992267.jpg,0
Dataset\Melanoma\ISIC_7259980.jpg,0
Dataset\Tinea\v-tinea-groin-97.jpg,1
Dataset\Melanoma\ISIC_7321132.jpg,0
Dataset\Tinea\t-tinea-hand-dorsum-12.jpg,1
Dataset\Melanoma\ISIC_7420182.jpg,0
Dataset\Melanoma\ISIC_6885016.jpg,0
Dataset\Melanoma\ISIC_6806124.jpg,0
Dataset\Melanoma\ISIC_7296463.jpg,0
Dataset\Melanoma\ISIC_7176034.jpg,0
Dataset\Tinea\t-tinea-incognito-60.jpg,1
Dataset\Melanoma\ISIC_7411913.jpg,0
Dataset\Melanoma\ISIC_6905594.jpg,0
Dataset\Melanoma\ISIC_6767379.jpg,0
Dataset\Tinea\v-perleche-55.jpg,1
Dataset\Melanoma\ISIC_7308572.jpg,0
Dataset\Melanoma\ISIC_7418664.jpg,0
Dataset\Melanoma\ISIC_7601450.jpg,0
Dataset\Melanoma\ISIC_6753425.jpg,0
Dataset\Tinea\t-tinea-foot-webs-22.jpg,1
Dataset\Melanoma\ISIC_7492471.jpg,0
Dataset\Melanoma\ISIC_7486963.jpg,0
Dataset\Melanoma\ISIC_7013005.jpg,0
Dataset\Melanoma\ISIC_7266571.jpg,0
Dataset\Melanoma\ISIC_7437712.jpg,0
Dataset\Melanoma\ISIC_7353024.jpg,0
Dataset\Melanoma\ISIC_7153988.jpg,0
Dataset\Melanoma\ISIC_6749024.jpg,0
Dataset\Tinea\t-tinea-body-18.jpg,1
Dataset\Melanoma\ISIC_7264251.jpg,0
Dataset\Melanoma\ISIC_6901681.jpg,0
Dataset\Melanoma\ISIC_7169788.jpg,0
Dataset\Melanoma\ISIC_7113667.jpg,0
Dataset\Melanoma\ISIC_6918292.jpg,0
Dataset\Melanoma\ISIC_7161002.jpg,0
Dataset\Melanoma\ISIC_6888142.jpg,0
Dataset\Tinea\t-tinea-face-24.jpg,1
Dataset\Melanoma\ISIC_7096320.jpg,0
Dataset\Melanoma\ISIC_7285753.jpg,0
Dataset\Melanoma\ISIC_7124408.jpg,0
Dataset\Melanoma\ISIC_7216266.jpg,0
Dataset\Tinea\v-candidiasis-large-skin-folds-172.jpg,1
Dataset\Tinea\v-tinea-body-118.jpg,1
Dataset\Tinea\v-tinea-versicolor-1.jpg,1
Dataset\Melanoma\ISIC_7233090.jpg,0
Dataset\Melanoma\ISIC_7215375.jpg,0
Dataset\Tinea\v-erosio-interdigitalis-blastomycetica-29.jpg,1
Dataset\Melanoma\ISIC_7560618.jpg,0
Dataset\Melanoma\ISIC_6698186.jpg,0
Dataset\Melanoma\ISIC_7606860.jpg,0
Dataset\Melanoma\ISIC_6698114.jpg,0
Dataset\Melanoma\ISIC_7615896.jpg,0
Dataset\Melanoma\ISIC_7161651.jpg,0
Dataset\Melanoma\ISIC_7611464.jpg,0
Dataset\Melanoma\ISIC_6921903.jpg,0
Dataset\Melanoma\ISIC_7166676.jpg,0
Dataset\Melanoma\ISIC_7220538.jpg,0
Dataset\Melanoma\ISIC_7059563.jpg,0
Dataset\Melanoma\ISIC_6938682.jpg,0
Dataset\Melanoma\ISIC_7078487.jpg,0
Dataset\Melanoma\ISIC_7175697.jpg,0
Dataset\Melanoma\ISIC_7250445.jpg,0
Dataset\Melanoma\ISIC_7059794.jpg,0
Dataset\Tinea\t-tinea-laboratory-38.jpg,1
Dataset\Melanoma\ISIC_7450159.jpg,0
Dataset\Tinea\v-candidiasis-large-skin-folds-101.jpg,1
Dataset\Melanoma\ISIC_7409085.jpg,0
Dataset\Tinea\t-tinea-groin-90.jpg,1
Dataset\Melanoma\ISIC_7196249.jpg,0
Dataset\Tinea\t-tinea-body-169.jpg,1
Dataset\Melanoma\ISIC_6987155.jpg,0
Dataset\Melanoma\ISIC_6916987.jpg,0
Dataset\Tinea\8_0.jpg,1
Dataset\Tinea\t-tinea-palm-1.jpg,1
Dataset\Melanoma\ISIC_6753831.jpg,0
Dataset\Melanoma\ISIC_7052752.jpg,0
Dataset\Melanoma\ISIC_6672519.jpg,0
Dataset\Melanoma\ISIC_7197601.jpg,0
Dataset\Tinea\t-13Perleche.jpg,1
Dataset\Melanoma\ISIC_7364041.jpg,0
Dataset\Melanoma\ISIC_7098141.jpg,0
Dataset\Melanoma\ISIC_7129666.jpg,0
Dataset\Melanoma\ISIC_6877295.jpg,0
Dataset\Tinea\t-intertrigo-71.jpg,1
Dataset\Melanoma\ISIC_6951464.jpg,0
Dataset\Melanoma\ISIC_6945634.jpg,0
Dataset\Tinea\t-tinea-hand-dorsum-53.jpg,1
Dataset\Melanoma\ISIC_7555839.jpg,0
Dataset\Tinea\v-candidiasis-large-skin-folds-115.jpg,1
Dataset\Melanoma\ISIC_6860064.jpg,0
Dataset\Tinea\v-candida-penis-52.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-105.jpg,1
Dataset\Melanoma\ISIC_6850647.jpg,0
Dataset\Melanoma\ISIC_7449606.jpg,0
Dataset\Melanoma\ISIC_7573727.jpg,0
Dataset\Melanoma\ISIC_7373794.jpg,0
Dataset\Melanoma\ISIC_7533216.jpg,0
Dataset\Tinea\t-tinea-body-166.jpg,1
Dataset\Melanoma\ISIC_7196609.jpg,0
Dataset\Tinea\t-tinea-foot-dorsum-56.jpg,1
Dataset\Melanoma\ISIC_7122967.jpg,0
Dataset\Melanoma\ISIC_7349615.jpg,0
Dataset\Melanoma\ISIC_7054738.jpg,0
Dataset\Tinea\t-tinea-foot-dorsum-43.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-173.jpg,1
Dataset\Melanoma\ISIC_7322169.jpg,0
Dataset\Melanoma\ISIC_6762061.jpg,0
Dataset\Tinea\t-tinea-foot-webs-61.jpg,1
Dataset\Tinea\t-tinea-incognito-30.jpg,1
Dataset\Tinea\t-tinea-body-116.jpg,1
Dataset\Tinea\6_4.jpg,1
Dataset\Tinea\v-tinea-laboratory-53.jpg,1
Dataset\Melanoma\ISIC_6955242.jpg,0
Dataset\Melanoma\ISIC_7100755.jpg,0
Dataset\Melanoma\ISIC_7326451.jpg,0
Dataset\Tinea\v-tinea-scalp-36.jpg,1
Dataset\Tinea\v-tinea-scalp-25.jpg,1
Dataset\Melanoma\ISIC_6691962.jpg,0
Dataset\Melanoma\ISIC_7461985.jpg,0
Dataset\Melanoma\ISIC_6944535.jpg,0
Dataset\Melanoma\ISIC_6911333.jpg,0
Dataset\Tinea\t-tinea-versicolor-190.jpg,1
Dataset\Melanoma\ISIC_6704130.jpg,0
Dataset\Tinea\t-tinea-body-151.jpg,1
Dataset\Melanoma\ISIC_6943717.jpg,0
Dataset\Melanoma\ISIC_7290409.jpg,0
Dataset\Melanoma\ISIC_7235371.jpg,0
Dataset\Melanoma\ISIC_7143504.jpg,0
Dataset\Melanoma\ISIC_6865639.jpg,0
Dataset\Tinea\7_13.jpg,1
Dataset\Melanoma\ISIC_7460146.jpg,0
Dataset\Melanoma\ISIC_6712470.jpg,0
Dataset\Melanoma\ISIC_6767017.jpg,0
Dataset\Tinea\t-tinea-versicolor-92.jpg,1
Dataset\Tinea\t-tinea-foot-webs-56.jpg,1
Dataset\Melanoma\ISIC_7210752.jpg,0
Dataset\Tinea\v-intertrigo-47.jpg,1
Dataset\Melanoma\ISIC_7581388.jpg,0
Dataset\Melanoma\ISIC_7262580.jpg,0
Dataset\Melanoma\ISIC_7589802.jpg,0
Dataset\Melanoma\ISIC_7086021.jpg,0
Dataset\Melanoma\ISIC_6952546.jpg,0
Dataset\Tinea\2_1.jpg,1
Dataset\Melanoma\ISIC_6691092.jpg,0
Dataset\Melanoma\ISIC_6745062.jpg,0
Dataset\Melanoma\ISIC_7454116.jpg,0
Dataset\Tinea\t-tinea-foot-dorsum-32.jpg,1
Dataset\Melanoma\ISIC_6868966.jpg,0
Dataset\Tinea\t-candidiasis-diaper-18.jpg,1
Dataset\Melanoma\ISIC_7585436.jpg,0
Dataset\Melanoma\ISIC_6810183.jpg,0
Dataset\Melanoma\ISIC_7092167.jpg,0
Dataset\Tinea\t-tinea-hand-dorsum-62.jpg,1
Dataset\Melanoma\ISIC_6767860.jpg,0
Dataset\Melanoma\ISIC_6924549.jpg,0
Dataset\Tinea\t-pityrosporum-folliculitis-10.jpg,1
Dataset\Melanoma\ISIC_7533116.jpg,0
Dataset\Melanoma\ISIC_6708310.jpg,0
Dataset\Tinea\t-intertrigo-82.jpg,1
Dataset\Melanoma\ISIC_7477835.jpg,0
Dataset\Melanoma\ISIC_6826081.jpg,0
Dataset\Melanoma\ISIC_7456030.jpg,0
Dataset\Melanoma\ISIC_6711312.jpg,0
Dataset\Melanoma\ISIC_7522708.jpg,0
Dataset\Tinea\t-tinea-foot-webs-47.jpg,1
Dataset\Tinea\t-tinea-foot-webs-21.jpg,1
Dataset\Tinea\t-tinea-laboratory-65.jpg,1
Dataset\Melanoma\ISIC_6679445.jpg,0
Dataset\Melanoma\ISIC_7173463.jpg,0
Dataset\Melanoma\ISIC_7234781.jpg,0
Dataset\Melanoma\ISIC_7416702.jpg,0
Dataset\Melanoma\ISIC_7194471.jpg,0
Dataset\Melanoma\ISIC_7401893.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-179.jpg,1
Dataset\Melanoma\ISIC_6710082.jpg,0
Dataset\Melanoma\ISIC_6979710.jpg,0
Dataset\Melanoma\ISIC_7569537.jpg,0
Dataset\Melanoma\ISIC_6678508.jpg,0
Dataset\Melanoma\ISIC_6885717.jpg,0
Dataset\Tinea\t-perleche-18.jpg,1
Dataset\Tinea\t-majocchi-granuloma-4.jpg,1
Dataset\Melanoma\ISIC_7125023.jpg,0
Dataset\Melanoma\ISIC_7517220.jpg,0
Dataset\Melanoma\ISIC_6985882.jpg,0
Dataset\Melanoma\ISIC_7366096.jpg,0
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-2.jpg,1
Dataset\Tinea\4_51.jpg,1
Dataset\Melanoma\ISIC_7552521.jpg,0
Dataset\Melanoma\ISIC_6721280.jpg,0
Dataset\Tinea\t-tinea-scalp-37.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-54.jpg,1
Dataset\Melanoma\ISIC_6676647.jpg,0
Dataset\Tinea\t-tinea-foot-plantar-2.jpg,1
Dataset\Melanoma\ISIC_7471246.jpg,0
Dataset\Melanoma\ISIC_7079599.jpg,0
Dataset\Melanoma\ISIC_6784883.jpg,0
Dataset\Melanoma\ISIC_7352489.jpg,0
Dataset\Melanoma\ISIC_6759819.jpg,0
Dataset\Melanoma\ISIC_6945921.jpg,0
Dataset\Tinea\t-tinea-scalp-70.jpg,1
Dataset\Tinea\t-candidiasis-diaper-9.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-58.jpg,1
Dataset\Melanoma\ISIC_6794899.jpg,0
Dataset\Melanoma\ISIC_6924502.jpg,0
Dataset\Melanoma\ISIC_6901997.jpg,0
Dataset\Tinea\v-tinea-groin-72.jpg,1
Dataset\Melanoma\ISIC_6784305.jpg,0
Dataset\Tinea\v-tinea-hand-dorsum-47.jpg,1
Dataset\Tinea\t-candidiasis-vaginal-4.jpg,1
Dataset\Tinea\t-tinea-body-96.jpg,1
Dataset\Melanoma\ISIC_6930828.jpg,0
Dataset\Melanoma\ISIC_7082703.jpg,0
Dataset\Melanoma\ISIC_6717322.jpg,0
Dataset\Tinea\t-tinea-laboratory-74.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-104.jpg,1
Dataset\Melanoma\ISIC_7433993.jpg,0
Dataset\Melanoma\ISIC_7296554.jpg,0
Dataset\Tinea\v-tinea-face-26.jpg,1
Dataset\Melanoma\ISIC_6687327.jpg,0
Dataset\Melanoma\ISIC_7341250.jpg,0
Dataset\Melanoma\ISIC_6873847.jpg,0
Dataset\Melanoma\ISIC_7052503.jpg,0
Dataset\Melanoma\ISIC_7514115.jpg,0
Dataset\Melanoma\ISIC_7478378.jpg,0
Dataset\Melanoma\ISIC_6895579.jpg,0
Dataset\Melanoma\ISIC_7491389.jpg,0
Dataset\Melanoma\ISIC_7409889.jpg,0
Dataset\Melanoma\ISIC_7392738.jpg,0
Dataset\Melanoma\ISIC_7564393.jpg,0
Dataset\Tinea\t-tinea-body-111.jpg,1
Dataset\Melanoma\ISIC_6795009.jpg,0
Dataset\Melanoma\ISIC_7181043.jpg,0
Dataset\Melanoma\ISIC_6907218.jpg,0
Dataset\Melanoma\ISIC_7060964.jpg,0
Dataset\Tinea\v-tinea-scalp-41.jpg,1
Dataset\Melanoma\ISIC_7064987.jpg,0
Dataset\Melanoma\ISIC_6988438.jpg,0
Dataset\Tinea\v-tinea-incognito-59.jpg,1
Dataset\Melanoma\ISIC_7316663.jpg,0
Dataset\Tinea\t-tinea-beard-17.jpg,1
Dataset\Melanoma\ISIC_7129134.jpg,0
Dataset\Tinea\t-tinea-incognito-34.jpg,1
Dataset\Tinea\t-intertrigo-3.jpg,1
Dataset\Tinea\t-tinea-groin-56.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-38.jpg,1
Dataset\Tinea\t-actinomycosis-2.jpg,1
Dataset\Tinea\t-tinea-foot-webs-26.jpg,1
Dataset\Melanoma\ISIC_7156892.jpg,0
Dataset\Melanoma\ISIC_7037186.jpg,0
Dataset\Tinea\t-tinea-foot-webs-78.jpg,1
Dataset\Tinea\t-candidiasis-mouth-14.jpg,1
Dataset\Melanoma\ISIC_7273803.jpg,0
Dataset\Melanoma\ISIC_7314034.jpg,0
Dataset\Tinea\t-tinea-groin-124.jpg,1
Dataset\Melanoma\ISIC_7173333.jpg,0
Dataset\Tinea\t-tinea-foot-webs-59.jpg,1
Dataset\Melanoma\ISIC_7577395.jpg,0
Dataset\Melanoma\ISIC_6757682.jpg,0
Dataset\Melanoma\ISIC_7109817.jpg,0
Dataset\Melanoma\ISIC_7009765.jpg,0
Dataset\Tinea\t-tinea-foot-webs-2.jpg,1
Dataset\Tinea\t-intertrigo-41.jpg,1
Dataset\Melanoma\ISIC_7510482.jpg,0
Dataset\Melanoma\ISIC_7399433.jpg,0
Dataset\Melanoma\ISIC_7466341.jpg,0
Dataset\Melanoma\ISIC_7403913.jpg,0
Dataset\Melanoma\ISIC_7151230.jpg,0
Dataset\Melanoma\ISIC_7234522.jpg,0
Dataset\Melanoma\ISIC_7105639.jpg,0
Dataset\Tinea\t-perleche-43.jpg,1
Dataset\Melanoma\ISIC_7372081.jpg,0
Dataset\Melanoma\ISIC_7345709.jpg,0
Dataset\Tinea\t-tinea-hand-dorsum-30.jpg,1
Dataset\Melanoma\ISIC_7230374.jpg,0
Dataset\Melanoma\ISIC_7501268.jpg,0
Dataset\Melanoma\ISIC_7219262.jpg,0
Dataset\Melanoma\ISIC_7178155.jpg,0
Dataset\Melanoma\ISIC_7268804.jpg,0
Dataset\Tinea\t-candida-penis-23.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-24.jpg,1
Dataset\Tinea\v-tinea-body-138.jpg,1
Dataset\Melanoma\ISIC_6682360.jpg,0
Dataset\Melanoma\ISIC_7284607.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-90.jpg,1
Dataset\Tinea\t-perleche-19.jpg,1
Dataset\Melanoma\ISIC_7608687.jpg,0
Dataset\Melanoma\ISIC_6786198.jpg,0
Dataset\Melanoma\ISIC_6927363.jpg,0
Dataset\Melanoma\ISIC_6801988.jpg,0
Dataset\Melanoma\ISIC_6671451.jpg,0
Dataset\Melanoma\ISIC_7466678.jpg,0
Dataset\Melanoma\ISIC_6661904.jpg,0
Dataset\Melanoma\ISIC_7115483.jpg,0
Dataset\Melanoma\ISIC_7121365.jpg,0
Dataset\Melanoma\ISIC_7544251.jpg,0
Dataset\Melanoma\ISIC_7190243.jpg,0
Dataset\Melanoma\ISIC_7315641.jpg,0
Dataset\Melanoma\ISIC_6931277.jpg,0
Dataset\Tinea\t-tinea-versicolor-9.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-127.jpg,1
Dataset\Tinea\t-erythrasma-2.jpg,1
Dataset\Melanoma\ISIC_7374420.jpg,0
Dataset\Melanoma\ISIC_6889965.jpg,0
Dataset\Melanoma\ISIC_6996877.jpg,0
Dataset\Melanoma\ISIC_7172145.jpg,0
Dataset\Tinea\v-pityrosporum-folliculitis-4.jpg,1
Dataset\Tinea\t-tinea-body-121.jpg,1
Dataset\Tinea\v-tinea-versicolor-81.jpg,1
Dataset\Melanoma\ISIC_7294446.jpg,0
Dataset\Melanoma\ISIC_7313442.jpg,0
Dataset\Melanoma\ISIC_6971606.jpg,0
Dataset\Tinea\t-tinea-groin-27.jpg,1
Dataset\Melanoma\ISIC_7551447.jpg,0
Dataset\Melanoma\ISIC_7175857.jpg,0
Dataset\Melanoma\ISIC_7146294.jpg,0
Dataset\Melanoma\ISIC_6945603.jpg,0
Dataset\Melanoma\ISIC_6722586.jpg,0
Dataset\Melanoma\ISIC_7371985.jpg,0
Dataset\Tinea\t-tinea-scalp-63.jpg,1
Dataset\Melanoma\ISIC_7369843.jpg,0
Dataset\Melanoma\ISIC_6953334.jpg,0
Dataset\Melanoma\ISIC_6667080.jpg,0
Dataset\Melanoma\ISIC_6771825.jpg,0
Dataset\Tinea\t-majocchi-granuloma-3.jpg,1
Dataset\Melanoma\ISIC_6657660.jpg,0
Dataset\Melanoma\ISIC_7452767.jpg,0
Dataset\Tinea\t-tinea-versicolor-147.jpg,1
Dataset\Melanoma\ISIC_6917587.jpg,0
Dataset\Melanoma\ISIC_7521537.jpg,0
Dataset\Melanoma\ISIC_6731651.jpg,0
Dataset\Melanoma\ISIC_7594350.jpg,0
Dataset\Melanoma\ISIC_7457536.jpg,0
Dataset\Melanoma\ISIC_6809191.jpg,0
Dataset\Melanoma\ISIC_6732560.jpg,0
Dataset\Melanoma\ISIC_6836359.jpg,0
Dataset\Tinea\t-kerion-15.jpg,1
Dataset\Melanoma\ISIC_7487195.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-97.jpg,1
Dataset\Melanoma\ISIC_7070384.jpg,0
Dataset\Melanoma\ISIC_7212975.jpg,0
Dataset\Melanoma\ISIC_6981054.jpg,0
Dataset\Melanoma\ISIC_7474949.jpg,0
Dataset\Tinea\t-tinea-laboratory-20.jpg,1
Dataset\Tinea\v-13Candida040702.jpg,1
Dataset\Melanoma\ISIC_6702684.jpg,0
Dataset\Melanoma\ISIC_6961927.jpg,0
Dataset\Tinea\t-tinea-body-15.jpg,1
Dataset\Melanoma\ISIC_7526857.jpg,0
Dataset\Melanoma\ISIC_7464309.jpg,0
Dataset\Melanoma\ISIC_7200497.jpg,0
Dataset\Melanoma\ISIC_6880030.jpg,0
Dataset\Tinea\v-candidiasis-large-skin-folds-16.jpg,1
Dataset\Melanoma\ISIC_7107910.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-165.jpg,1
Dataset\Tinea\t-tinea-groin-116.jpg,1
Dataset\Tinea\t-tinea-groin-63.jpg,1
Dataset\Melanoma\ISIC_6801680.jpg,0
Dataset\Melanoma\ISIC_6906203.jpg,0
Dataset\Melanoma\ISIC_7346739.jpg,0
Dataset\Tinea\t-tinea-beard-1.jpg,1
Dataset\Melanoma\ISIC_6945725.jpg,0
Dataset\Melanoma\ISIC_7504276.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-113.jpg,1
Dataset\Melanoma\ISIC_6830132.jpg,0
Dataset\Tinea\t-tinea-primary-lesion-58.jpg,1
Dataset\Tinea\v-candida-penis-53.jpg,1
Dataset\Melanoma\ISIC_7402087.jpg,0
Dataset\Melanoma\ISIC_7399986.jpg,0
Dataset\Tinea\t-candida-penis-50.jpg,1
Dataset\Melanoma\ISIC_7133051.jpg,0
Dataset\Tinea\t-tinea-laboratory-26.jpg,1
Dataset\Melanoma\ISIC_6882582.jpg,0
Dataset\Melanoma\ISIC_7065361.jpg,0
Dataset\Melanoma\ISIC_6997061.jpg,0
Dataset\Melanoma\ISIC_6952773.jpg,0
Dataset\Melanoma\ISIC_7092287.jpg,0
Dataset\Melanoma\ISIC_7027477.jpg,0
Dataset\Melanoma\ISIC_7460560.jpg,0
Dataset\Melanoma\ISIC_6983970.jpg,0
Dataset\Melanoma\ISIC_7570495.jpg,0
Dataset\Tinea\t-tinea-laboratory-2.jpg,1
Dataset\Tinea\v-tinea-foot-dorsum-46.jpg,1
Dataset\Tinea\t-majocchi-granuloma-17.jpg,1
Dataset\Melanoma\ISIC_6820289.jpg,0
Dataset\Tinea\t-tinea-body-83.jpg,1
Dataset\Tinea\v-tinea-body-122.jpg,1
Dataset\Melanoma\ISIC_6771810.jpg,0
Dataset\Tinea\v-perleche-785.jpg,1
Dataset\Melanoma\ISIC_7435292.jpg,0
Dataset\Melanoma\ISIC_7566258.jpg,0
Dataset\Tinea\2_3.jpg,1
Dataset\Tinea\t-candida-penis-18.jpg,1
Dataset\Melanoma\ISIC_6689717.jpg,0
Dataset\Melanoma\ISIC_7272509.jpg,0
Dataset\Tinea\v-intertrigo-29.jpg,1
Dataset\Melanoma\ISIC_7539266.jpg,0
Dataset\Melanoma\ISIC_6996553.jpg,0
Dataset\Tinea\t-tinea-groin-132.jpg,1
Dataset\Tinea\t-tinea-laboratory-63.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-35.jpg,1
Dataset\Melanoma\ISIC_7107941.jpg,0
Dataset\Melanoma\ISIC_7125703.jpg,0
Dataset\Tinea\t-majocchi-granuloma-16.jpg,1
Dataset\Melanoma\ISIC_6838387.jpg,0
Dataset\Melanoma\ISIC_6769965.jpg,0
Dataset\Melanoma\ISIC_6684371.jpg,0
Dataset\Tinea\v-tinea-incognito-11.jpg,1
Dataset\Melanoma\ISIC_7185381.jpg,0
Dataset\Melanoma\ISIC_7567670.jpg,0
Dataset\Melanoma\ISIC_7302213.jpg,0
Dataset\Tinea\t-tinea-primary-lesion-45.jpg,1
Dataset\Melanoma\ISIC_7026508.jpg,0
Dataset\Melanoma\ISIC_7256560.jpg,0
Dataset\Melanoma\ISIC_7307520.jpg,0
Dataset\Melanoma\ISIC_6915188.jpg,0
Dataset\Tinea\t-tinea-hand-dorsum-57.jpg,1
Dataset\Tinea\v-majocchi-granuloma-9.jpg,1
Dataset\Tinea\v-erosio-interdigitalis-blastomycetica-11.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-174.jpg,1
Dataset\Melanoma\ISIC_7147898.jpg,0
Dataset\Tinea\t-tinea-versicolor-130.jpg,1
Dataset\Tinea\t-tinea-face-63.jpg,1
Dataset\Tinea\t-tinea-groin-34.jpg,1
Dataset\Melanoma\ISIC_7461756.jpg,0
Dataset\Tinea\8_11.jpg,1
Dataset\Melanoma\ISIC_7549766.jpg,0
Dataset\Melanoma\ISIC_7166780.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-91.jpg,1
Dataset\Melanoma\ISIC_7069158.jpg,0
Dataset\Melanoma\ISIC_6893147.jpg,0
Dataset\Melanoma\ISIC_6823429.jpg,0
Dataset\Melanoma\ISIC_7125015.jpg,0
Dataset\Tinea\v-tinea-incognito-27.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-43.jpg,1
Dataset\Tinea\t-intertrigo-73.jpg,1
Dataset\Tinea\t-intertrigo-55.jpg,1
Dataset\Tinea\t-tinea-incognito-1.jpg,1
Dataset\Melanoma\ISIC_6763490.jpg,0
Dataset\Tinea\t-tinea-body-155.jpg,1
Dataset\Melanoma\ISIC_7287666.jpg,0
Dataset\Tinea\t-kerion-7.jpg,1
Dataset\Melanoma\ISIC_7478024.jpg,0
Dataset\Tinea\t-tinea-incognito-36.jpg,1
Dataset\Melanoma\ISIC_7592920.jpg,0
Dataset\Melanoma\ISIC_6761980.jpg,0
Dataset\Melanoma\ISIC_6835880.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-117.jpg,1
Dataset\Melanoma\ISIC_7323249.jpg,0
Dataset\Melanoma\ISIC_6687321.jpg,0
Dataset\Melanoma\ISIC_7325079.jpg,0
Dataset\Tinea\t-intertrigo-37.jpg,1
Dataset\Melanoma\ISIC_7097343.jpg,0
Dataset\Tinea\t-tinea-groin-11.jpg,1
Dataset\Melanoma\ISIC_6876852.jpg,0
Dataset\Tinea\t-tinea-nigra-2.jpg,1
Dataset\Melanoma\ISIC_7594625.jpg,0
